1,1
872,874
873,X0
874,X0
875,100
876,560
877,120
878,438
879,120
87X,1X0
87E,308
880,168
881,440
882,X50
883,5X0
884,110
885,60
886,X0
887,120
888,448
889,1E4
88X,214
88E,360
890,20
891,480
892,446
893,E88
894,154
895,1X0
896,2E4
897,770
898,450
899,E60
89X,190
89E,26
8X0,160
8X1,488
8X2,70
8X3,180
8X4,X0
8X5,5E0
8X6,5X0
8X7,EX
8X8,540
8X9,520
8XX,454
8XE,15X0
8E0,160
8E1,280
8E2,134
8E3,120
8E4,1X0
8E5,8E4
8E6,1X0
8E7,15E4
8E8,68
8E9,EE4
8EX,45X
8EE,170
900,300
901,900
902,X0
903,300
904,2E0
905,X4
906,X0
907,906
908,234
909,X0
90X,910
90E,1620
910,308
911,40
912,1X0
913,308
914,114
915,9E0
916,60
917,XE0
918,1E0
919,1020
91X,920
91E,91X
920,20
921,470
922,924
923,360
924,474
925,390
926,94
927,30X
928,240
929,208
92X,X0
92E,1820
930,320
931,920
932,164
933,1X0
934,474
935,3E6
936,208
937,338
938,2X0
939,420
93X,520
93E,154
940,140
941,50
942,480
943,314
944,48
945,1E4
946,260
947,140
948,48
949,X0
94X,318
94E,390
950,48
951,308
952,80
953,420
954,40
955,954
956,108
957,324
958,X0
959,120
95X,320
95E,95X
960,X0
961,1764
962,150
963,320
964,410
965,644
966,134
967,420
968,254
969,300
96X,530
96E,30
970,1X0
971,1724
972,974
973,10X0
974,4X0
975,E70
976,20
977,260
978,4X0
979,10X0
97X,5X0
97E,X60
980,68
981,16
982,68
983,X0
984,4X4
985,360
986,174
987,32X
988,X0
989,660
98X,990
98E,958
990,360
991,5X0
992,534
993,2X0
994,280
995,X8
996,3X0
997,240
998,38
999,1120
99X,150
99E,EX0
9X0,34
9X1,X84
9X2,9X4
9X3,1X0
9X4,2E0
9X5,2E0
9X6,220
9X7,336
9X8,128
9X9,X0
9XX,236
9XE,17X0
9E0,40
9E1,17X4
9E2,120
9E3,160
9E4,60
9E5,9E4
9E6,48
9E7,50
9E8,4E8
9E9,1134
9EX,4EX
9EE,9EX
X00,80
X01,1X0
X02,86
X03,748
X04,534
X05,580
X06,68
X07,342
X08,508
X09,1X0
X0X,50
X0E,688
X10,1X0
X11,1824
X12,506
X13,80
X14,240
X15,496
X16,1160
X17,408
X18,60
X19,460
X1X,128
X1E,X0
X20,188
X21,410
X22,X24
X23,6X0
X24,510
X25,48
X26,120
X27,82
X28,4X8
X29,6X0
X2X,2X0
X2E,X0
X30,X0
X31,8X0
X32,X34
X33,68
X34,320
X35,208
X36,1E4
X37,1874
X38,90
X39,60
X3X,51X
X3E,X3X
X40,180
X41,354
X42,210
X43,5X0
X44,524
X45,6E0
X46,120
X47,650
X48,40
X49,6E4
X4X,160
X4E,18X0
X50,420
X51,374
X52,106
X53,11X0
X54,514
X55,1X0
X56,120
X57,2X0
X58,E8
X59,11E4
X5X,210
X5E,X5X
X60,60
X61,128
X62,X64
X63,2X0
X64,108
X65,278
X66,1X0
X67,156
X68,180
X69,120
X6X,13X
X6E,708
X70,360
X71,10E0
X72,470
X73,1220
X74,534
X75,5X0
X76,40
X77,1934
X78,538
X79,60
X7X,1E4
X7E,10X0
X80,368
X81,390
X82,540
X83,760
X84,20
X85,X48
X86,X8
X87,X86
X88,140
X89,2X0
X8X,370
X8E,240
X90,1X0
X91,84
X92,50
X93,3X0
X94,80
X95,548
X96,320
X97,10E0
X98,110
X99,4X0
X9X,34
X9E,X9X
XX0,120
XX1,166
XX2,5X0
XX3,374
XX4,128
XX5,110
XX6,260
XX7,XX6
XX8,480
XX9,734
XXX,670
XXE,19X0
XE0,1X0
XE1,10X0
XE2,XE4
XE3,X0
XE4,60
XE5,5X0
XE6,734
XE7,19E4
XE8,110
XE9,180
XEX,120
XEE,XEX
E00,40
E01,450
E02,604
E03,1208
E04,564
E05,320
E06,160
E07,E74
E08,60
E09,260
E0X,E10
E0E,X0
E10,X0
E11,1X24
E12,268
E13,1E4
E14,680
E15,294
E16,1X0
E17,1E0
E18,294
E19,160
E1X,60
E1E,E1X
E20,E4
E21,E20
E22,E0
E23,60
E24,2E0
E25,1X50
E26,X0
E27,180
E28,580
E29,120
E2X,14X
E2E,1X60
E30,160
E31,1X64
E32,E34
E33,1308
E34,X0
E35,1270
E36,760
E37,1X74
E38,320
E39,1320
E3X,6X0
E3E,4X0
E40,28
E41,542
E42,308
E43,920
E44,150
E45,1X90
E46,120
E47,420
E48,X0
E49,774
E4X,398
E4E,390
E50,E4
E51,1E0
E52,586
E53,1360
E54,1X8
E55,80
E56,X0
E57,190
E58,X0
E59,34
E5X,3X0
E5E,11X0
E60,1X0
E61,2X6
E62,E64
E63,220
E64,120
E65,420
E66,788
E67,E66
E68,628
E69,320
E6X,240
E6E,1E20
E70,1E4
E71,1E24
E72,6E0
E73,1360
E74,X0
E75,36
E76,260
E77,1220
E78,1E4
E79,434
E7X,59X
E7E,560
E80,40
E81,2X2
E82,404
E83,40
E84,5X4
E85,120
E86,1E4
E87,180
E88,2E4
E89,7X0
E8X,70
E8E,308
E90,3X0
E91,1E64
E92,1X0
E93,120
E94,600
E95,E94
E96,3E4
E97,1E74
E98,180
E99,460
E9X,598
E9E,10X0
EX0,1E4
EX1,X0
EX2,184
EX3,3E4
EX4,270
EX5,7E0
EX6,X0
EX7,34
EX8,300
EX9,7E4
EXX,2E8
EXE,410
EE0,120
EE1,580
EE2,EE4
EE3,13X0
EE4,1X0
EE5,EE4
EE6,X0
EE7,1EE4
EE8,5E8
EE9,920
EEX,5EX
EEE,1120
1000,400
1001,5X0
1002,250
1003,28
1004,300
1005,804
1006,1X8
1007,4X0
1008,X0
1009,140
100X,220
100E,1018
1010,X0
1011,2024
1012,674
1013,120
1014,614
1015,1270
1016,80
1017,2034
1018,308
1019,160
101X,210
101E,1X8
1020,60
1021,1020
1022,1024
1023,360
1024,610
1025,120
1026,288
1027,1026
1028,80
1029,820
102X,308
102E,308
1030,120
1031,E0
1032,1034
1033,X0
1034,94
1035,438
1036,X0
1037,1X0
1038,208
1039,60
103X,61X
103E,2E0
1040,214
1041,310
1042,X6
1043,208
1044,1X0
1045,338
1046,160
1047,1046
1048,208
1049,40
104X,648
104E,20X0
1050,420
1051,20X4
1052,60
1053,60
1054,540
1055,6X0
1056,434
1057,12E0
1058,314
1059,88
105X,50
105E,280
1060,X0
1061,1060
1062,300
1063,X0
1064,X0
1065,13X0
1066,1X0
1067,1E4
1068,94
1069,860
106X,770
106E,848
1070,420
1071,E10
1072,1074
1073,1X0
1074,108
1075,1EX
1076,2X0
1077,300
1078,70
1079,574
107X,63X
107E,107X
1080,114
1081,260
1082,120
1083,X0
1084,170
1085,X0
1086,520
1087,1086
1088,134
1089,8E4
108X,1X0
108E,510
1090,100
1091,11X0
1092,646
1093,1508
1094,380
1095,556
1096,434
1097,340
1098,650
1099,X0
109X,E8
109E,109X
10X0,20
10X1,2234
10X2,7E0
10X3,434
10X4,650
10X5,614
10X6,2X0
10X7,90
10X8,228
10X9,874
10XX,654
10XE,120
10E0,X0
10E1,21X4
10E2,5X0
10E3,1460
10E4,174
10E5,1370
10E6,874
10E7,21E4
10E8,660
10E9,1X0
10EX,40
10EE,10EX
1100,240
1101,1100
1102,660
1103,18X0
1104,2X0
1105,2210
1106,220
1107,442
1108,3X0
1109,X0
110X,1110
110E,50
1110,448
1111,2E0
1112,92
1113,214
1114,114
1115,668
1116,60
1117,10E0
1118,1X0
1119,1560
111X,1120
111E,320
1120,88
1121,1X6
1122,360
1123,8X0
1124,X0
1125,898
1126,8X0
1127,4X0
1128,40
1129,360
112X,338
112E,2260
1130,160
1131,10X0
1132,7E0
1133,120
1134,48
1135,1134
1136,X0
1137,13E0
1138,678
1139,1560
113X,150
113E,1220
1140,280
1141,94
1142,26
1143,454
1144,384
1145,X0
1146,160
1147,172
1148,68
1149,134
114X,140
114E,22X0
1150,1X0
1151,22X4
1152,686
1153,1X0
1154,380
1155,1270
1156,68
1157,E70
1158,80
1159,15E4
115X,1160
115E,488
1160,460
1161,110
1162,5X0
1163,X0
1164,230
1165,198
1166,5X0
1167,1166
1168,6X8
1169,X0
116X,694
116E,380
1170,234
1171,488
1172,1X0
1173,1620
1174,120
1175,1230
1176,920
1177,1270
1178,6X0
1179,1X0
117X,69X
117E,5X0
1180,68
1181,60
1182,30
1183,60
1184,68
1185,2350
1186,3X0
1187,550
1188,1E4
1189,920
118X,74
118E,2360
1190,20
1191,EX0
1192,6X6
1193,1648
1194,680
1195,1470
1196,474
1197,2374
1198,2E0
1199,240
119X,30
119E,1320
11X0,120
11X1,238
11X2,11X4
11X3,X0
11X4,6E4
11X5,2390
11X6,960
11X7,11X6
11X8,840
11X9,308
11XX,120
11XE,23X0
11E0,474
11E1,840
11E2,68
11E3,620
11E4,120
11E5,156
11E6,2X0
11E7,23E4
11E8,6E8
11E9,520
11EX,760
11EE,2E0
1200,80
1201,1200
1202,100
1203,480
1204,150
1205,1208
1206,48
1207,580
1208,1X0
1209,760
120X,484
120E,948
1210,48
1211,2424
1212,50
1213,634
1214,700
1215,760
1216,120
1217,320
1218,710
1219,80
121X,1220
121E,121X
1220,40
1221,1344
1222,1224
1223,320
1224,60
1225,150
1226,X0
1227,74
1228,1228
1229,320
122X,50
122E,410
1230,260
1231,2464
1232,264
1233,2X0
1234,X8
1235,380
1236,820
1237,E8
1238,150
1239,3X0
123X,152
123E,123X
1240,128
1241,X0
1242,248
1243,X60
1244,3X0
1245,2490
1246,1X0
1247,308
1248,320
1249,974
124X,354
124E,5X0
1250,4X0
1251,1220
1252,726
1253,60
1254,480
1255,1254
1256,4X0
1257,24E4
1258,198
1259,5X0
125X,210
125E,125X
1260,X0
1261,4X0
1262,X0
1263,68
1264,734
1265,650
1266,988
1267,5X0
1268,380
1269,4X0
126X,734
126E,2520
1270,X0
1271,13X0
1272,1274
1273,1760
1274,734
1275,1570
1276,X60
1277,10X0
1278,180
1279,534
127X,8X0
127E,2E2
1280,140
1281,128
1282,106
1283,3X0
1284,704
1285,260
1286,74
1287,13E4
1288,160
1289,2X0
128X,1290
128E,140
1290,X0
1291,840
1292,746
1293,1788
1294,180
1295,384
1296,5X0
1297,2574
1298,E8
1299,660
129X,80
129E,270
12X0,74
12X1,386
12X2,12X4
12X3,920
12X4,160
12X5,2590
12X6,40
12X7,12X6
12X8,394
12X9,120
12XX,278
12XE,1E4
12E0,60
12E1,10X0
12E2,920
12E3,120
12E4,X0
12E5,758
12E6,9E4
12E7,15E0
12E8,120
12E9,17E4
12EX,120
12EE,700
1300,100
1301,300
1302,362
1303,2X0
1304,764
1305,300
1306,534
1307,60
1308,760
1309,180
130X,50
130E,1418
1310,508
1311,390
1312,766
1313,X0
1314,X8
1315,656
1316,1X0
1317,2634
1318,470
1319,1820
131X,220
131E,534
1320,120
1321,920
1322,1324
1323,3460
1324,774
1325,60
1326,60
1327,66
1328,1X8
1329,128
132X,774
132E,610
1330,520
1331,290X4
1332,670
1333,1848
1334,X0
1335,156
1336,X20
1337,2674
1338,34
1339,120
133X,77X
133E,133X
1340,254
1341,1302
1342,240
1343,2X0
1344,110
1345,2690
1346,260
1347,620
1348,788
1349,X34
134X,310
134E,450
1350,320
1351,26X4
1352,2X0
1353,5X0
1354,3X8
1355,920
1356,160
1357,380
1358,790
1359,1874
135X,310
135E,740
1360,X0
1361,X0
1362,1364
1363,420
1364,434
1365,X44
1366,X48
1367,1366
1368,140
1369,360
136X,34
136E,X48
1370,40
1371,940
1372,1374
1373,160
1374,1E4
1375,14E0
1376,420
1377,2734
1378,7X0
1379,420
137X,326
137E,X0
1380,268
1381,1444
1382,1E6
1383,120
1384,120
1385,180
1386,1E4
1387,260
1388,3E4
1389,420
138X,2X0
138E,460
1390,160
1391,2764
1392,320
1393,1908
1394,794
1395,3E4
1396,108
1397,2E0
1398,1E8
1399,1X0
139X,1X8
139E,1460
13X0,X0
13X1,X0
13X2,6X0
13X3,534
13X4,7E4
13X5,170
13X6,360
13X7,13X6
13X8,240
13X9,920
13XX,1E0
13XE,198
13E0,534
13E1,27X4
13E2,7E0
13E3,100
13E4,X0
13E5,6X
13E6,X74
13E7,920
13E8,470
13E9,1E4
13EX,172
13EE,686
1400,540
1401,650
1402,40
1403,540
1404,28
1405,2810
1406,20
1407,542
1408,1X8
1409,280
140X,434
140E,650
1410,140
1411,11X0
1412,874
1413,720
1414,180
1415,8X0
1416,560
1417,1370
1418,120
1419,X0
141X,1420
141E,360
1420,80
1421,1X8
1422,4X0
1423,320
1424,160
1425,2850
1426,220
1427,660
1428,200
1429,34
142X,356
142E,374
1430,120
1431,2864
1432,1434
1433,5X0
1434,288
1435,2X0
1436,128
1437,2874
1438,820
1439,760
143X,970
143E,143X
1440,240
1441,264
1442,160
1443,1120
1444,X0
1445,XE0
1446,1X0
1447,120
1448,X0
1449,XE4
144X,1450
144E,3X8
1450,60
1451,1X0
1452,70
1453,19X0
1454,854
1455,272
1456,220
1457,28E4
1458,104
1459,120
145X,1X0
145E,420
1460,60
1461,830
1462,18
1463,1008
1464,40
1465,E04
1466,E08
1467,1466
1468,840
1469,160
146X,834
146E,X0
1470,60
1471,2924
1472,70
1473,1X20
1474,434
1475,1474
1476,X0
1477,17E0
1478,44
1479,268
147X,920
147E,147X
1480,340
1481,1236
1482,106
1483,560
1484,X0
1485,E10
1486,294
1487,5X0
1488,1X0
1489,60
148X,180
148E,2960
1490,2X0
1491,1560
1492,3X8
1493,1X0
1494,840
1495,1494
1496,5X0
1497,34
1498,1X0
1499,X0
149X,250
149E,149X
14X0,2X0
14X1,340
14X2,14X4
14X3,574
14X4,298
14X5,4X0
14X6,460
14X7,240
14X8,454
14X9,E34
14XX,214
14XE,230
14E0,X0
14E1,29X4
14E2,830
14E3,760
14E4,520
14E5,14E4
14E6,320
14E7,1270
14E8,458
14E9,6X0
14EX,85X
14EE,14EX
1500,40
1501,286
1502,2E0
1503,308
1504,864
1505,620
1506,2X0
1507,6X0
1508,434
1509,360
150X,1510
150E,2X20
1510,X0
1511,1460
1512,866
1513,774
1514,80
1515,180
1516,2X0
1517,2X34
1518,434
1519,1XX0
151X,5X0
151E,56
1520,E4
1521,588
1522,1524
1523,X0
1524,874
1525,E58
1526,X0
1527,15E4
1528,180
1529,3X0
152X,100
152E,1658
1530,560
1531,2E0
1532,120
1533,1E08
1534,874
1535,920
1536,120
1537,1530
1538,1X0
1539,1E20
153X,308
153E,18X0
1540,314
1541,320
1542,440
1543,240
1544,X50
1545,438
1546,5X0
1547,1546
1548,220
1549,11X0
154X,60
154E,164
1550,X0
1551,940
1552,120
1553,760
1554,894
1555,756
1556,1E4
1557,18E0
1558,214
1559,1E34
155X,360
155E,3X0
1560,20
1561,890
1562,480
1563,808
1564,890
1565,710
1566,E88
1567,13X0
1568,2X8
1569,5X0
156X,1X0
156E,2E20
1570,2E4
1571,840
1572,770
1573,120
1574,8X0
1575,308
1576,E60
1577,2E34
1578,190
1579,1X0
157X,26
157E,157X
1580,300
1581,710
1582,488
1583,EX0
1584,70
1585,2E50
1586,180
1587,1586
1588,X0
1589,E74
158X,5E0
158E,60
1590,5X0
1591,2E64
1592,EX
1593,348
1594,X80
1595,190
1596,520
1597,4X0
1598,454
1599,260
159X,15X0
159E,840
15X0,160
15X1,266
15X2,280
15X3,5E4
15X4,134
15X5,5X0
15X6,120
15X7,710
15X8,380
15X9,EE4
15XX,8E4
15XE,EE4
15E0,1X0
15E1,308
15E2,15E4
15E3,X0
15E4,68
15E5,3X0
15E6,EE4
15E7,190
15E8,8E8
15E9,1EE4
15EX,170
15EE,15EX
1600,600
1601,900
1602,900
1603,4X0
1604,X0
1605,530
1606,300
1607,434
1608,5X0
1609,580
160X,X4
160E,488
1610,X0
1611,550
1612,906
1613,220
1614,468
